ID;grupo;producto;marca;especificacion;N;Min;Pmin;Pmediano;PPdM;Pmax;Max;ee;iqr;PPdM_Ant;Var.Mens;C.V.;Periodo
254;Frutas y verduras;Tomate Perita;;1 kg.;142;65;70;119;113.578;129;129;12.35157022;13;87.991;0.291;0.1087;Mar25
255;Frutas y verduras;Banana Ecuador;;1 kg.;143;52;66;115;115.2;152;155;12.65406092;0.1;115.782;-0.005;0.1098;Mar25
257;Frutas y verduras;Banana Brasil;;1 kg.;106;55;59;69;69.629;79;95;3.605103276;2;69.658;0;0.0518;Mar25
262;Frutas y verduras;Zapallo Calabacín;;1 kg.;34;35;35;49.9;48.352;68.57;69;6.591424932;4.9;48.643;-0.006;0.1363;Mar25
264;Frutas y verduras;Zapallo Criollo;;1 kg.;34;33;39;73;63.647;85;85;12.33505757;14;65.481;-0.028;0.1938;Mar25
275;Frutas y verduras;Manzana Fuji;;1 kg.;23;89;89;169;164.374;189;189;20.2304657;0;163.717;0.004;0.1231;Mar25
276;Frutas y verduras;Manzana Granny Smith;;1 kg.;125;66;75;139;138.891;190;199;24.4302333;10;139.531;-0.005;0.1759;Mar25
277;Frutas y verduras;Manzana Red Deliciosa;;1 kg.;230;60;87;144;138.868;189;199;18.20177699;13;147.375;-0.058;0.1311;Mar25
286;Frutas y verduras;Naranja Navel;;1 kg.;61;33;33;59;56.327;79;79;8.915047111;13.9;58.994;-0.045;0.1583;Mar25
287;Frutas y verduras;Naranja Valencia;;1 kg.;103;29;40;54;56.059;87;87;7.255187303;2;57.02;-0.017;0.1294;Mar25
45;Limpieza del hogar;Detergente para vajilla;Deterjane limón;Envase 1.250 lt.;392;69.9;82;147;149.471;179;180;15.90831984;8;148.105;0.009;0.1064;Mar25
46;Limpieza del hogar;Detergente para vajilla;Hurra Nevex Limón;Envase 1.250 lt.;570;104;105;140;138.139;174.94;174.94;10.32162272;13.1;140.929;-0.02;0.0747;Mar25
47;Limpieza del hogar;Detergente para vajilla;Protergente limón;Envase 1 lt.;395;50;59.9;73;74.157;90;90;7.072375086;10.9;71.741;0.034;0.0954;Mar25
82;Limpieza del hogar;Hipoclorito de sodio;Agua Jane;Botella 1 lt.;602;68;68;84;85.306;109;114;8.213952381;10;85.111;0.002;0.0963;Mar25
83;Limpieza del hogar;Hipoclorito de sodio;Sello Rojo;Botella 1 lt.;594;63;65;75;78.773;101;101;8.264894728;13;77.75;0.013;0.1049;Mar25
84;Limpieza del hogar;Hipoclorito de sodio;Solución Cristal;Botella 1 lt.;440;39;52.9;76;73.824;85;88;7.665091522;13;73.936;-0.002;0.1038;Mar25
91;Limpieza del hogar;Jabón en polvo máquina;Drive;Paquete 800 grs.;136;121;125;169;155.86;178.53;178.53;16.07567615;27;155.86;0;0.1031;Mar25
92;Limpieza del hogar;Jabón en polvo máquina;Nevex;Paquete 800 grs.;608;139.3;159;189;190.145;229.57;238;17.93135826;25.9;193.746;-0.019;0.0943;Mar25
93;Limpieza del hogar;Jabón en polvo máquina;Skip - Paquete azul;Paquete 800 grs.;570;77;111.065;151;151.347;175.51;183;12.14813754;13;150.812;0.004;0.0803;Mar25
94;Limpieza del hogar;Jabón para ropa en barra;Bull Dog;Unidad 300 grs.;440;35.9;43;87;78.832;99;110;16.29239629;11;79.312;-0.006;0.2067;Mar25
95;Limpieza del hogar;Jabón para ropa en barra;Nevex;Unidad 200 grs.;324;35;42.5;58;59.279;70;75;4.5532006;3;58.341;0.016;0.0768;Mar25
96;Limpieza del hogar;Jabón para ropa en barra;Primor;Unidad 200 grs.;485;19.9;32.9;36;37.272;49;49;3.702911832;4;37.432;-0.004;0.0993;Mar25
1;Alimentos y bebidas;Aceite de girasol;Óptimo;Envase 900 cc;458;76;89;99;101.298;131;137;7.49822883;4;103.194;-0.018;0.074;Abr25
2;Alimentos y bebidas;Aceite de girasol;Río de la Plata;Envase 900 cc;364;59.9;59.9;119;119.323;139;149.07;10.34835692;8;119.434;-0.001;0.0867;Abr25
3;Alimentos y bebidas;Aceite de girasol;Uruguay;Envase 900 cc;317;73;74;89;90.279;119;123;7.655641622;11;92.291;-0.022;0.0848;Abr25
4;Alimentos y bebidas;Aceite de maíz;Delicia;Envase 900 cc;408;64.9;98;129;125.686;162;167;10.6173517;8.9;127.093;-0.011;0.0845;Abr25
5;Alimentos y bebidas;Aceite de maíz;Río de la Plata;Envase 900 cc;368;69.9;119;140;140.894;165;168;7.264954856;4;141.271;-0.003;0.0516;Abr25
7;Alimentos y bebidas;Aceite de soja;Condesa;Envase 900 cc;392;59;63;72;72.637;95;97;6.986694901;7;74.109;-0.02;0.0962;Abr25
8;Alimentos y bebidas;Aceite de soja;Río de la Plata;Envase 900 cc;420;48;60;79;76.766;90;105;8.430765468;12;77.249;-0.006;0.1098;Abr25
9;Alimentos y bebidas;Aceite de soja;Salad;Envase 900 cc;10;29.9;29.9;69;71.38;105;105;19.49266906;6;71.38;0;0.2731;Abr25
10;Alimentos y bebidas;Agua de mesa con gas;Matutina;Envase 2,5 lt.;452;46;50;61;60.852;75;76;3.448121415;2;59.35;0.025;0.0567;Abr25
11;Alimentos y bebidas;Agua de mesa con gas;Nativa;Envase 2,5 lt.;379;59;64;74.9;74.822;87;90;3.484001995;1;74.448;0.005;0.0466;Abr25
12;Alimentos y bebidas;Agua de mesa con gas;Salus;Envase 2,25 lt.;564;63;64;76;77.174;82;83;3.993922597;6;75.53;0.022;0.0518;Abr25
13;Alimentos y bebidas;Aguja vacuna;Con Hueso - Sin Marca;1 kg.;136;289;299;395;388.44;429;429;27.55695266;13;368.735;0.053;0.0709;Abr25
14;Alimentos y bebidas;Aguja vacuna;Sin Hueso - Sin Marca;1 kg.;190;264.99;269;299;321.563;478;495;49.6639542;49;318.676;0.009;0.1544;Abr25
15;Alimentos y bebidas;Arroz blanco;Blue Patna;Bolsa 1 kg.;390;42;50;75;74.229;85;97;6.21226366;7;74.316;-0.001;0.0837;Abr25
16;Alimentos y bebidas;Arroz blanco;Green Chef;Bolsa 1 kg.;395;47;54;74.9;71.081;84;84.98;7.114095801;10;73.669;-0.035;0.1001;Abr25
17;Alimentos y bebidas;Arroz blanco;Saman Blanco;Bolsa 1 kg.;443;50;57;83;78.509;87;92.59;8.019049662;15;78.641;-0.002;0.1021;Abr25
18;Alimentos y bebidas;Arroz blanco;Aruba tipo Patna;Bolsa 1 kg.;266;29;37;49.13;49.559;63;66;6.091955826;7;49.919;-0.007;0.1229;Abr25
19;Alimentos y bebidas;Arroz blanco;Pony;Bolsa 1 kg.;63;24;24;36;36.143;59;59;6.909052553;5;36.143;0;0.1912;Abr25
20;Alimentos y bebidas;Arroz blanco;Vidarroz;Bolsa 1 kg.;237;21;21;40;41.583;60;60;13.37528607;14;42.349;-0.018;0.3217;Abr25
22;Alimentos y bebidas;Arvejas en conserva;Cololó;Lata 380 grs.;366;24;34;49;48.525;58;60;4.649246641;5;46.818;0.036;0.0958;Abr25
23;Alimentos y bebidas;Arvejas en conserva;Nidemar;Lata 300 grs.;164;19;22;30;30.206;32.66;49;2.385642877;2;30.181;0.001;0.079;Abr25
24;Alimentos y bebidas;Azúcar blanco;Azucarlito;Paquete 1 kg.;383;27;27;55;50.838;66;68;10.21732357;2;50.597;0.005;0.201;Abr25
25;Alimentos y bebidas;Azúcar blanco;Bella Unión;Paquete 1 kg.;395;49;52;55;55.497;65;69;1.836621049;0;55.267;0.004;0.0331;Abr25
26;Alimentos y bebidas;Café envasado (no instantáneo);Águila;Paquete 250 grs.;425;99;210;306;303.064;370;382;22.96634596;4;305.608;-0.008;0.0758;Abr25
27;Alimentos y bebidas;Café envasado (no instantáneo);Chaná;Paquete 250 grs.;433;150;255;359;347.617;447;447;39.00261002;57;298.392;0.165;0.1122;Abr25
28;Alimentos y bebidas;Café envasado (no instantáneo);Saint;Paquete 250 grs.;177;109.9;109.9;199;170.534;232;233.34;46.9139413;89.1;170.527;0;0.2751;Abr25
29;Alimentos y bebidas;Carne picada vacuna;Con Hasta 5% de grasa;1 kg.;217;279;289;439;408.297;492;549;53.84518778;93;409.086;-0.002;0.1319;Abr25
30;Alimentos y bebidas;Carne picada vacuna;Con Hasta 20% de grasa;1 kg.;188;159;242.05;325;323.469;405;429;30.85000024;36;317.459;0.019;0.0954;Abr25
31;Alimentos y bebidas;Cerveza;Patricia;Botella 960 ml.;422;119;147;178;172.833;192;204;10.69488555;16;173.956;-0.006;0.0619;Abr25
32;Alimentos y bebidas;Cerveza;Pilsen;Botella 960 ml.;399;108;129;155;152.816;166;168;8.047521333;1.1;147.046;0.039;0.0527;Abr25
33;Alimentos y bebidas;Cerveza;Zillertal;Botella 1 lt.;421;89;151;202;197.417;210;220;10.63296557;6;195.792;0.008;0.0539;Abr25
37;Alimentos y bebidas;Chorizos mezcla;sueltos - Cattivelli  - Extra;1 kg.;187;436.76;459;565.46;591.195;699;719;58.20592375;99;612.006;-0.034;0.0985;Abr25
38;Alimentos y bebidas;Chorizos mezcla;sueltos - Centenario - Extra;1 kg.;186;422;481;699;685.851;838;900;71.72228947;120;657.93;0.042;0.1046;Abr25
39;Alimentos y bebidas;Chorizos mezcla;sueltos - La Familia - Hilo amarillo;1 kg.;107;299;326.39;435;422.905;454;470;37.03350357;0;422.977;0;0.0876;Abr25
40;Alimentos y bebidas;Cocoa;Copacabana;Envase 500 grs.;459;159.9;229;314;296.968;365;385;32.47699117;55;267.288;0.111;0.1094;Abr25
41;Alimentos y bebidas;Cocoa;Vascolet;Envase 500 grs.;312;179.9;215;273;274.442;345;375;38.00284764;69.5;255.526;0.074;0.1385;Abr25
48;Alimentos y bebidas;Dulce de leche;Conaprole;Envase 1 kg.;431;205;252;293;293.137;340;354;13.61713395;7;281.734;0.04;0.0465;Abr25
49;Alimentos y bebidas;Dulce de leche;Los Nietitos;Envase 1 kg.;458;139;175;225;221.374;262;274;21.05759568;29;215.302;0.028;0.0951;Abr25
50;Alimentos y bebidas;Dulce de leche;Manjar;Envase 1 kg.;459;149;173;198;198.347;235;242;11.20990135;6;195.593;0.014;0.0565;Abr25
51;Alimentos y bebidas;Dulce de membrillo;Los Nietitos;Envase 400 grs.;409;57;68;77;77.36;88;92;3.087441141;3;75.295;0.027;0.0399;Abr25
52;Alimentos y bebidas;Fideos secos al huevo;Adria;Paquete 500 grs.;394;44.9;44.9;91;86.549;101;106;9.453508091;13;89.249;-0.03;0.1092;Abr25
53;Alimentos y bebidas;Fideos secos al huevo;Cololó;Paquete 500 grs.;381;49;63;75;74.879;85;85;3.58442641;4;73.769;0.015;0.0479;Abr25
54;Alimentos y bebidas;Fideos secos al huevo;Las Acacias;Paquete 500 grs.;454;46;64;86;85.063;95;101;6.230466963;5;84.442;0.007;0.0732;Abr25
55;Alimentos y bebidas;Fideos secos semolados;Adria;Paquete 500 grs.;227;40.9;44.99;66;63.596;81;99;8.024176888;6;63.434;0.003;0.1262;Abr25
56;Alimentos y bebidas;Fideos secos semolados;Las Acacias - franja celeste;Paquete 500 grs.;176;36;45;63;59.941;72;72;6.064842402;12.9;59.952;0;0.1012;Abr25
58;Alimentos y bebidas;Frankfurters cortos;Centenario;Paquete 8 us.;150;130;130;216;211.552;300;310;29.61692117;33.5;209.866;0.008;0.14;Abr25
59;Alimentos y bebidas;Frankfurters cortos;Ottonello;Paquete 8 us.;380;115;149;184;183.941;218;229;9.606393527;10;183.951;0;0.0522;Abr25
60;Alimentos y bebidas;Frankfurters cortos;Schneck;Paquete 8 us.;445;139;214;260;259.901;299;320;16.20574951;14;261.544;-0.006;0.0624;Abr25
61;Alimentos y bebidas;Galletitas al agua;Famosa;Paquete 140 grs.;543;25;49;75;76.619;88.3;92;7.175611255;7.1;75.855;0.01;0.0937;Abr25
62;Alimentos y bebidas;Galletitas al agua;Maestro Cubano;Paquete 120 grs.;83;20;20;40;39.72;47;47;3.004580254;1;39.72;0;0.0756;Abr25
63;Alimentos y bebidas;Gaseosa tipo cola (env. no ret.);Coca Cola;Botella 1,5 lt.;591;115;123;145;148.928;160;167;8.775872261;15;147.899;0.007;0.0589;Abr25
64;Alimentos y bebidas;Gaseosa tipo cola (env. no ret.);Coca Cola_;Botella 2,25.lt.;446;122;145;185;191.203;209;215;13.71717067;20;189.601;0.008;0.0717;Abr25
65;Alimentos y bebidas;Gaseosa tipo cola (env. no ret.);Nix;Botella 1,5 lt.;16;30;30;39;37.527;47;47;4.465053762;7;37.527;0;0.119;Abr25
66;Alimentos y bebidas;Gaseosa tipo cola (env. no ret.);Pepsi;Botella 2 lt.;407;89;139;172;170.007;195;210;13.51037856;8;160.104;0.062;0.0795;Abr25
67;Alimentos y bebidas;Gaseosa tipo cola (env. no ret.);Pepsi;Botella 1,5 lt.;449;85;99;133;132.153;155;156;9.490301784;4;129.751;0.019;0.0718;Abr25
68;Alimentos y bebidas;Hamburguesas carne vacun;Burgy;Paquete 3 unidades;382;30;30;37;37.109;46;46;3.023217049;3;37.101;0;0.0815;Abr25
69;Alimentos y bebidas;Hamburguesas carne vacun;Paty;Paquete 2 unidades;165;48;48;56;66.896;95;98;17.54733189;36.9;73.384;-0.088;0.2623;Abr25
70;Alimentos y bebidas;Hamburguesas carne vacun;Schneck;Paquete 2 unidades;435;73;74;94;92.668;110;120;7.456797267;9;95.369;-0.028;0.0805;Abr25
71;Alimentos y bebidas;Harina de maíz;Gourmet;Paquete 450 grs.;103;29;30;35;33.932;36;36;1.831290956;2;33.966;-0.001;0.054;Abr25
72;Alimentos y bebidas;Harina de maíz;Presto Pronta Arcor;Paquete 500 grs.;352;29;48;55;57.018;78;82;5.780212357;6;56.56;0.008;0.1014;Abr25
73;Alimentos y bebidas;Harina de maíz;Puritas;Paquete 450 grs.;429;29;29;41;42.103;59;59;4.457947636;6;42.256;-0.004;0.1059;Abr25
74;Alimentos y bebidas;Harina trigo común 000;Cañuelas;Paquete 1 kg.;545;39;41.9;55;55.438;76;78;5.142950062;4;56.656;-0.021;0.0928;Abr25
75;Alimentos y bebidas;Harina trigo común 000;Cololó;Paquete 1 kg.;143;24.9;24.9;46;46.711;62;62;6.358330187;5.9;47.989;-0.027;0.1361;Abr25
76;Alimentos y bebidas;Harina trigo común 0000;Cañuelas;Paquete 1 kg.;521;48;49;64;62.503;75;80;4.903121013;2;61.831;0.011;0.0784;Abr25
77;Alimentos y bebidas;Harina trigo común 0000;Cololó;Paquete 1 kg.;343;30;41.9;68;61.933;74;82;9.041752555;12;62.987;-0.017;0.146;Abr25
78;Alimentos y bebidas;Harina trigo común 0000;Primor;Paquete 1 kg.;184;48;49;57;56.963;65;69;3.084259674;1;58.525;-0.027;0.0541;Abr25
79;Alimentos y bebidas;Helado familiar;Conaprole;Envase 1lt.;449;211;224;275;275.372;313;337;16.52188934;6.05;278.156;-0.01;0.06;Abr25
80;Alimentos y bebidas;Helado familiar;Crufi;Envase 1lt.;298;199;199;289;284.71;356;368;25.80780195;35;259.257;0.098;0.0906;Abr25
85;Alimentos y bebidas;Huevos colorados;El Jefe;Envase 1/2 docena;105;84;99;114;116.181;138;138;6.946460479;3;115.289;0.008;0.0598;Abr25
86;Alimentos y bebidas;Huevos colorados;Prodhin;Envase 1/2 docena;303;99;109;124;124.668;150;158;9.864253418;8;120.908;0.031;0.0791;Abr25
87;Alimentos y bebidas;Huevos colorados;Super huevo;Envase 1/2 docena;289;92;99;123;121.92;139;149;10.0055926;14;116.391;0.048;0.0821;Abr25
97;Alimentos y bebidas;Jamón cocido no artesanal;Cattivelli;1 kg.;32;550;550;690;697.858;980;980;72.06732536;54;684.944;0.019;0.1033;Abr25
98;Alimentos y bebidas;Jamón cocido no artesanal;Ottonello;1 kg.;198;490;517;680;656.663;820;864.15;60.06863877;30;665.081;-0.013;0.0915;Abr25
100;Alimentos y bebidas;Leonesa;Ottonello;1 kg.;55;331;331;415;430.143;590;590;33.83213163;50;446.666;-0.037;0.0787;Abr25
101;Alimentos y bebidas;Leonesa;Schneck;1 kg.;226;450;520;680;668.249;770;810;52.15092734;77;664.455;0.006;0.078;Abr25
102;Alimentos y bebidas;Manteca;Calcar;Envase 200 grs.;23;61;61;69;69.036;90;90;6.094198378;8;69.036;0;0.0883;Abr25
103;Alimentos y bebidas;Manteca;Conaprole sin sal;Envase 200 grs.;564;75;94;109;109.634;122;125;8.958763044;20;107.512;0.02;0.0817;Abr25
104;Alimentos y bebidas;Manteca;Kasdorf;Envase 200 grs.;238;88;92;103;103.814;114;115;4.934286166;5.1;103.319;0.005;0.0475;Abr25
105;Alimentos y bebidas;Margarina;Doriana nueva;Envase 250 grs.;110;52;55;82;83.27;120;120;11.68490407;14.1;83.27;0;0.1403;Abr25
109;Alimentos y bebidas;Mayonesa común;Hellmans;Envase 500 grs.;405;89;108.5;138;146.628;189;214;26.70257424;45.79;161.096;-0.09;0.1821;Abr25
110;Alimentos y bebidas;Mayonesa común;Uruguay;Envase 500 grs.;452;65;69.3;102;99.665;125;132;11.29025525;20;98.785;0.009;0.1133;Abr25
111;Alimentos y bebidas;Mermelada de durazno;Dulciora;Envase 500 grs.;10;52;52;55;55.36;60;60;2.306106479;1.7;55.36;0;0.0417;Abr25
112;Alimentos y bebidas;Mermelada de durazno;El Hogar;Envase 500 grs.;130;47;60;89;81.27;149;149;19.61906347;20;81.27;0;0.2414;Abr25
113;Alimentos y bebidas;Mermelada de durazno;Los Nietitos;Envase 500 grs.;458;63.5;109;126;126.457;135;150;5.013485302;2;123.711;0.022;0.0396;Abr25
114;Alimentos y bebidas;Nalga vacuna;Con Hueso - Sin Marca;1 kg.;28;239;349;502;458.817;549;549;59.83014526;112;439.624;0.044;0.1304;Abr25
115;Alimentos y bebidas;Nalga vacuna;Sin Hueso - Sin Marca;1 kg.;195;349;349;401;431.015;589;620;58.26097748;74;415.819;0.037;0.1352;Abr25
116;Alimentos y bebidas;Paleta vacuna;Con Hueso - Sin Marca;1 kg.;153;299;319;410;395.722;446;446;31.98754198;43;377.054;0.05;0.0808;Abr25
117;Alimentos y bebidas;Paleta vacuna;Sin Hueso - Sin Marca;1 kg.;210;275;289;309;336.448;473;495;48.39913567;46;349.164;-0.036;0.1439;Abr25
118;Alimentos y bebidas;Pan de molde lacteado;Los Sorchantes;Paquete 330 grs.;396;60;99;122;124.263;147;149.9;9.470308004;10.9;119.921;0.036;0.0762;Abr25
119;Alimentos y bebidas;Pan de molde lacteado;Bimbo;Paquete 330 grs.;276;65;90;130;131.227;157;162;11.96121117;13;130.875;0.003;0.0911;Abr25
120;Alimentos y bebidas;Pan de molde lacteado;Pan Catalán;Paquete 330 grs.;91;51;51;76;73.868;95;95;9.545441842;2;73.868;0;0.1292;Abr25
121;Alimentos y bebidas;Pan flauta;Sin marca;Unidad aprox215 grs.;112;42;42;87;82.656;97;99;12.17204967;0;82.398;0.003;0.1473;Abr25
128;Alimentos y bebidas;Peceto vacuno;Sin Marca;1 kg.;214;249;369;439;441.647;529;578;48.55886743;76;437.494;0.009;0.1099;Abr25
129;Alimentos y bebidas;Pescado fresco;bifes de merluz - sin marca;1 kg.;109;329;329;329;339.791;459;479;26.94690009;0;459.661;-0.261;0.0793;Abr25
130;Alimentos y bebidas;Pollo entero fresco con menudos;Avícola del Oeste;1 kg.;202;119;148.5;189;183.778;219;229;14.26460998;4;177.853;0.033;0.0776;Abr25
132;Alimentos y bebidas;Pollo entero fresco con menudos;Tres Arroyos;1 kg.;33;127;127;199;184.464;229;229;27.77968767;40;180.575;0.022;0.1506;Abr25
133;Alimentos y bebidas;Pulpa de tomate;Conaprole;Envase 1 lt.;586;78;79;99;95.358;110;122;7.376927348;10;100.875;-0.055;0.0774;Abr25
134;Alimentos y bebidas;Pulpa de tomate;De Ley;Envase 1,020 lt.;426;56.7;59.9;79;77.251;89;89;7.376707481;14;77.192;0.001;0.0955;Abr25
135;Alimentos y bebidas;Pulpa de tomate;Gourmet;Envase 1 lt.;431;69.9;75;90;93.696;118;129;10.37377972;17;94.88;-0.012;0.1107;Abr25
136;Alimentos y bebidas;Queso rallado;Artesano;Paquete 80 grs.;188;115;115;130;135.68;159;159;12.62522537;20.15;135.298;0.003;0.0931;Abr25
137;Alimentos y bebidas;Queso rallado;Conaprole;Paquete 80 grs.;453;77;92;120;116.285;144;150;12.76352106;23;116.097;0.002;0.1098;Abr25
138;Alimentos y bebidas;Queso rallado;Milky;Paquete 80 grs.;207;75;75.986;114;113.669;130;140;7.857324204;10;113.676;0;0.0691;Abr25
139;Alimentos y bebidas;Rueda Vacuna;Con Hueso - Sin Marca;1 kg;21;210;289;487;462.86;499;499;44.60206438;0;434.191;0.066;0.0964;Abr25
140;Alimentos y bebidas;Sal fina yodada fluorada;Sek;Paquete 500 grs.;285;24;39.99;61.13;59.938;78;80;7.31933753;7.4;60.105;-0.003;0.1221;Abr25
141;Alimentos y bebidas;Sal fina yodada fluorada;Torrevieja;Paquete 500 grs.;93;39;39;63;58.654;75;75;8.936016028;16;58.29;0.006;0.1524;Abr25
142;Alimentos y bebidas;Sal fina yodada fluorada;Urusal;Paquete 500 grs.;283;32;40;56;54.421;71;80;6.479592675;8;54.101;0.006;0.1191;Abr25
143;Alimentos y bebidas;Té negro en saquitos;Hornimans;Caja 10 us.;430;35;38;51.98;49.745;63;64;5.126472579;8;48.988;0.015;0.1031;Abr25
144;Alimentos y bebidas;Té negro en saquitos;La Virginia;Caja 10 us.;540;26;30;39;38.605;48.13;51;4.071373018;8;37.609;0.026;0.1055;Abr25
145;Alimentos y bebidas;Té negro en saquitos;President;Caja 10 us.;385;37;37;75;70.714;90;95;10.70567117;8;72.555;-0.025;0.1514;Abr25
146;Alimentos y bebidas;Vino tinto común tetrabrick;Faisán;Envase 1 lt.;429;99;101;130;130.157;162;168;10.33228119;9.65;129.028;0.009;0.0794;Abr25
147;Alimentos y bebidas;Vino tinto común tetrabrick;Santa Teresa Clásico;Envase 1 lt.;454;110;127;149;149.089;170;179;9.191759993;11;146.303;0.019;0.0617;Abr25
148;Alimentos y bebidas;Vino tinto común tetrabrick;Tango;Envase 1 lt.;141;98;105;109;109.446;116;117;3.64845647;8;109.446;0;0.0333;Abr25
149;Alimentos y bebidas;Yerba mate común;Baldo;Paquete1 kg.;626;152;184;193;193.777;249.14;249.14;9.152646857;2;193.799;0;0.0472;Abr25
150;Alimentos y bebidas;Yerba mate común;Canarias;Paquete1 kg.;608;155;184;194.9;198.55;269;269;17.59196864;2;199.134;-0.003;0.0886;Abr25
151;Alimentos y bebidas;Yerba mate común;Del Cebador;Paquete1 kg.;428;124.5;139;184;181.479;221;225;15.53110298;17;183.099;-0.009;0.0856;Abr25
152;Alimentos y bebidas;Yogur;Calcar;Sachet 1 lt.;256;59;59.15;89;87.239;99;106;9.151386982;11;87.485;-0.003;0.1049;Abr25
153;Alimentos y bebidas;Yogur;Conaprole BIO TOP;Sachet1,200 lt.;403;78;80;103;98.642;112;113;9.056065892;15;99.626;-0.01;0.0918;Abr25
154;Alimentos y bebidas;Yogur;Parmalat Bio Yogur;Sachet 1 lt.;155;53;54;97;91.838;103;108;10.9797812;8.1;91.838;0;0.1196;Abr25
358;Alimentos y bebidas;Harina trigo común 0000;Tata;Paquete 1 kg.;86;53;53;59;58.952;64;64;1.29078576;0;60.974;-0.033;0.0219;Abr25
359;Alimentos y bebidas;Aceite de girasol;Tata;Envase 900 cc;86;95;95;95;95;95;95;0;0;95;0;0;Abr25
360;Alimentos y bebidas;Harina trigo común 0000;Precio Líder;Paquete 1 kg.;90;40;40;59;47.741;59;59;9.337606111;19;53.484;-0.107;0.1956;Abr25
361;Alimentos y bebidas;Aceite de girasol;Precio Líder;Envase 900 cc;90;79;79;80;83.88;99;99;7.839745844;0;87.285;-0.039;0.0935;Abr25
363;Alimentos y bebidas;Harina trigo común 0000;Granja La Sonrisa;Paquete 1 kg.;67;47;47;47;48.128;53;53;1.509293269;2.9;48.128;0;0.0314;Abr25
364;Alimentos y bebidas;Harina trigo común 0000;Tienda Inglesa;Paquete 1 kg.;19;49;49;59;58.163;81;81;9.583062659;19;59.299;-0.019;0.1648;Abr25
365;Alimentos y bebidas;Aceite de girasol;Tienda Inglesa;Envase 900 cc;19;85;85;97;93.619;111;111;7.416194038;12;100.524;-0.069;0.0792;Abr25
366;Alimentos y bebidas;Agua de mesa sin gas;Salus;Envase 2,25lt.;562;63;64;76;77.181;82;83;4.01450896;6;75.525;0.022;0.052;Abr25
367;Alimentos y bebidas;Agua de mesa sin gas;Matutina;Envase 2,5lt.;404;46;50;61;60.589;76;76;3.329869178;2;59.174;0.024;0.055;Abr25
368;Alimentos y bebidas;Agua de mesa sin gas;Vitale;Envase 2,5lt.;380;44.9;50;65;66.875;72;96;4.407127889;6;64.791;0.032;0.0659;Abr25
369;Alimentos y bebidas;Agua mineral sin gas;Salus;Envase 6,25lt.;553;109;116;140;140.277;150;150;8.647009509;10;138.753;0.011;0.0616;Abr25
370;Alimentos y bebidas;Agua mineral sin gas;Nativa;Envase 6lt.;357;109;109;129.9;126.536;139;145;7.052862255;14;127.463;-0.007;0.0557;Abr25
380;Alimentos y bebidas;Margarina;Adorita;Envase 250 grs.;373;35;37;57;56.376;66;69;4.699203981;4;56.342;0.001;0.0834;Abr25
381;Alimentos y bebidas;Margarina;Qualy;Envase 250 grs.;299;20;35;60;61.318;70;76;6.82658899;11;60.718;0.01;0.1113;Abr25
34;Cuidado personal;Champú;Fructis;Envase 350 ml.;568;175;227;355;328.285;400;425;41.37659379;30;327.389;0.003;0.126;Abr25
35;Cuidado personal;Champú;Sedal;Envase 350 ml.;204;111;111;227;221.503;256;256;18.77777121;19;221.503;0;0.0848;Abr25
36;Cuidado personal;Champú;Suave;Envase 930 ml.;352;124;149;189;183.631;307;307;22.97545993;38;178.706;0.028;0.1251;Abr25
42;Cuidado personal;Desodorante en aerosol;Axe Musk;Envase 113 grs.;622;147;159;194;196.201;231;243;15.39382494;9;189.551;0.035;0.0785;Abr25
43;Cuidado personal;Desodorante en aerosol;Dove Original;Envase 100 grs.;676;169.9;189;236;240.523;279;301;21.46941243;21;237.492;0.013;0.0893;Abr25
44;Cuidado personal;Desodorante en aerosol;Rexona Active Emotion;Envase 105 grs.;573;159.9;175.2;209;210.679;245;257;18.02617475;19.92;210.55;0.001;0.0856;Abr25
88;Cuidado personal;Jabón de tocador;Astral plata;Unidad 125 grs.;679;34.9;37;47;49.748;77.19;77.19;6.592727204;7.9;49.42;0.007;0.1325;Abr25
89;Cuidado personal;Jabón de tocador;Palmolive;Unidad 125 grs.;196;24;24;34;36.386;51;51;8.537199064;12.1;36.386;0;0.2346;Abr25
90;Cuidado personal;Jabón de tocador;Rexona;Unidad 125 grs.;380;33;33;56;55.2;75;75;13.54167073;19;51.681;0.068;0.2453;Abr25
122;Cuidado personal;Papel higiénico hoja simple;Elite;4 rollos de 30 mts.;229;46.9;49.9;99;89.864;141;147;26.47913407;44;89.847;0;0.2947;Abr25
123;Cuidado personal;Papel higiénico hoja simple;Higienol Export;4 rollos de 30 mts.;160;46;46;67;64.731;77;80;7.499011483;10;64.731;0;0.1158;Abr25
124;Cuidado personal;Papel higiénico hoja simple;Sin Fin;4 rollos de 50 mts.;419;95.9;109;129;130.236;160;164;12.84782939;15;130.545;-0.002;0.0987;Abr25
125;Cuidado personal;Pasta dental;Colgate Herbal Blanqueador;90 grs.;595;53;55;81;80.242;99.9;122;12.49192627;24.16;81.44;-0.015;0.1557;Abr25
126;Cuidado personal;Pasta dental;Kolynos Triple acción;90 grs.;572;30;33;42;41.678;50;65;3.469430606;3.1;40.616;0.026;0.0832;Abr25
127;Cuidado personal;Pasta dental;Pico Jenner Plus;90 grs.;109;28;30;55;54.521;69.9;75;7.748594616;5;54.521;0;0.1421;Abr25
