ID;grupo;producto;marca;especificacion;N;Min;Pmin;Pmediano;PPdM;Pmax;Max;ee;iqr;PPdM_Ant;Var.Mens;C.V.;Periodo
152;Alimentos y bebidas;Yogur;Calcar;Sachet 1 lt.;196;69;75;95;89.4;106;106;6.678446167;12;89.407;-0.0001;0.0747;Ago25
153;Alimentos y bebidas;Yogur;Conaprole BIO TOP;Sachet1,200 lt.;405;76;79;97;95.369;108;113;8.779061742;13;94.242;0.012;0.0921;Ago25
154;Alimentos y bebidas;Yogur;Parmalat Bio Yogur;Sachet 1 lt.;144;72;75;97;94.368;103;108;6.288589592;8.1;94.361;0.0001;0.0666;Ago25
238;Frutas y verduras;Lechuga Crespa;;1 unidad;144;38;40;59;56.859;69;69;5.210438147;2;52.445;0.0842;0.0916;Ago25
239;Frutas y verduras;Lechuga Mantecosa;;1 unidad;120;34;35;49.9;52.943;67;67;6.874563819;10;46.159;0.147;0.1298;Ago25
244;Frutas y verduras;Papa Blanca;;1 kg.;174;75;79;109;103.807;129;129;12.10951196;22;107.984;-0.0387;0.1167;Ago25
245;Frutas y verduras;Papa Rosada;;1 kg.;143;69;69;72;79.092;114;114;15.9185203;30;93.185;-0.1512;0.2013;Ago25
253;Frutas y verduras;Tomate Americano;;1 kg.;175;99.9;99.9;129;129.076;179;207;16.61039629;10;151.624;-0.1487;0.1287;Ago25
254;Frutas y verduras;Tomate Perita;;1 kg.;140;115;115;189;194.514;296;296;35.37083143;3;194.87;-0.0018;0.1818;Ago25
255;Frutas y verduras;Banana Ecuador;;1 kg.;138;89;89;119;114.795;138;144;9.631891973;0.1;115.526;-0.0063;0.0839;Ago25
257;Frutas y verduras;Banana Brasil;;1 kg.;105;53;58;69;69.486;85;99;4.105721816;2;69.274;0.0031;0.0591;Ago25
262;Frutas y verduras;Zapallo Calabacín;;1 kg.;32;36;36;49.9;48.046;59;59;5.116506226;4.9;46.451;0.0343;0.1065;Ago25
264;Frutas y verduras;Zapallo Criollo;;1 kg.;25;56;56;73;70.16;80;80;5.986179166;4;70.16;0;0.0853;Ago25
275;Frutas y verduras;Manzana Fuji;;1 kg.;107;115;115;143;143.433;159;159;7.284219167;4;137.405;0.0439;0.0508;Ago25
276;Frutas y verduras;Manzana Granny Smith;;1 kg.;125;115;119;149;144.498;171;185;11.78870889;10;143.425;0.0075;0.0816;Ago25
277;Frutas y verduras;Manzana Red Deliciosa;;1 kg.;225;119;129;149;147.789;185;195;10.16578054;20;149.418;-0.0109;0.0688;Ago25
286;Frutas y verduras;Naranja Navel;;1 kg.;108;45;45;59;57.001;59;61;3.902882911;0;58.605;-0.0274;0.0685;Ago25
287;Frutas y verduras;Naranja Valencia;;1 kg.;8;37.9;37.9;44;46.568;58;58;5.821628614;8.5;46.194;0.0081;0.125;Ago25
308;Cuidado personal;Repelente crema;Off!;200 grs.;321;374;385;482;494.245;579;585;42.66908221;74;494.195;0.0001;0.0863;Ago25
309;Cuidado personal;Repelente spray;Off!;177 cm3;342;426;449;554;563.89;612;659;39.44158935;60.35;549.046;0.027;0.0699;Ago25
310;Cuidado personal;Repelente aerosol;Off!;170 cm3;614;276;276;362;360.767;435;439;48.17074796;65;358.281;0.0069;0.1335;Ago25
312;Cuidado personal;Repelente crema;Off!;90 grs.;282;299;315;386;387.503;474;494;35.50863809;56;387.509;0;0.0916;Ago25
313;Cuidado personal;Repelente crema;Júpiter;80 grs.;174;153;155;208;203.079;208;208;15.09204669;0;203.079;0;0.0743;Ago25
314;Cuidado personal;Repelente aerosol;Júpiter;165 cm3;459;120;129;151;155.418;175;189;17.16906226;31;155.879;-0.003;0.1105;Ago25
315;Cuidado personal;Repelente aerosol;Off! LD;170 cm3;518;382;408;479;482.677;549;549;51.28993481;98;478.871;0.0079;0.1063;Ago25
318;Cuidado personal;Afeitadora;Gillette;2 unidades;461;435;445;565;571.462;669;742;46.93139894;46;564.73;0.0119;0.0821;Ago25
319;Cuidado personal;Afeitadora;Xtreme3;1 unidad;420;84;84.79;113;113.528;191;191;26.49671982;31;113.332;0.0017;0.2334;Ago25
320;Cuidado personal;Champú;Dove;400 ml.;556;332;366.4;453;449.321;504;527;18.66418081;12;445.777;0.008;0.0415;Ago25
321;Cuidado personal;Champú;Pantene;400 ml.;588;375;392;484;477.871;527;539;30.88669327;36;476.405;0.0031;0.0646;Ago25
322;Cuidado personal;Crema facial;Revitalift;50 ml.;59;1469;1469;1469;1491.203;1597;1597;53.9142241;0;1491.203;0;0.0362;Ago25
323;Cuidado personal;Crema facial;Asepxia;28 grs.;32;265;265;370;354.441;370;370;29.94899926;18.29;354.441;0;0.0845;Ago25
324;Cuidado personal;Jabón de tocador;Neutrogena;80 grs.;302;139;163;178;173.903;197.1;197.1;8.108037183;15;173.742;0.0009;0.0466;Ago25
326;Cuidado personal;Pañales adultos;Readysec;24 unidades;339;639;669;828;822.7;894;925;77.10823033;153;822.684;0;0.0937;Ago25
327;Cuidado personal;Pañales;Babysec;48 unidades;587;869;960.87;1149;1118.402;1205.6;1310.5;72.58711941;114;1102.962;0.014;0.0649;Ago25
328;Cuidado personal;Pañales;Huggies;40 unidades;398;589;593;742;755.04;910;915;106.7502429;184;729.398;0.0352;0.1414;Ago25
331;Cuidado personal;Colonia + Talco;Bebe & Co;120 ml.;385;559;599;681;685.378;797;797;37.50590308;25;683.337;0.003;0.0547;Ago25
332;Cuidado personal;Toallitas femeninas;Ladysoft;16 unidades;592;120;125.81;155;154.027;204;204;17.23897872;19;154.204;-0.0011;0.1119;Ago25
333;Cuidado personal;Toallitas femeninas;Siempre Libre;8 unidades;435;108;108;155;152.831;186.1;190;17.5872456;20;156.285;-0.0221;0.1151;Ago25
335;Cuidado personal;Talco;Xanapie;180 grs.;288;82.9;85;108;107.625;140;140;9.665800273;3;107.582;0.0004;0.0898;Ago25
336;Cuidado personal;Talco;Xanapie;175 ml.;296;150;159;207;201.526;229;245;19.33892887;34;198.066;0.0175;0.096;Ago25
337;Cuidado personal;Talco;J&J;200 grs.;541;334.9;340;418;415.963;525;550;46.71534347;53;415.416;0.0013;0.1123;Ago25
338;Cuidado personal;Jabón de tocador;Dove;90 grs.;672;59;59;77;73.613;88;96;8.00954654;9.15;75.636;-0.0267;0.1088;Ago25
339;Cuidado personal;Jabón de glicerina;Ann Bow;140 grs.;419;65;65;82;85.015;109;113;11.93612622;8;84.919;0.0011;0.1404;Ago25
340;Cuidado personal;Perfume;Délice;50 ml.;260;529;539;621;642.269;733;733;49.50740249;7.33;642.26;0;0.0771;Ago25
341;Cuidado personal;Perfume;Casapueblo;100 ml.;226;442;442;579;601.936;909;909;105.3301911;0;604.485;-0.0042;0.175;Ago25
342;Cuidado personal;Tinta;Excellence;1 unidad;407;513.47;559.3;806;765.966;965;965;93.58661708;185;770.718;-0.0062;0.1222;Ago25
343;Cuidado personal;Tinta;Issue;1 unidad;280;144;148.11;215;214.676;232;232;18.3838106;16;211.167;0.0166;0.0856;Ago25
344;Cuidado personal;Tinta;Garnier;1 unidad;577;259;259;329;315.965;382;469;39.87310704;60;318.568;-0.0082;0.1262;Ago25
346;Cuidado personal;Alcohol rectificado;Droguería Paysandú;250 ml.;19;77;77;80;81.053;92;92;3.443758137;0;81.053;0;0.0425;Ago25
347;Cuidado personal;Alcohol en gel;Bioset;250 ml.;141;108.79;108.79;142;145.46;159;159;15.09197807;17;145.46;0;0.1038;Ago25
348;Cuidado personal;Algodón;Zig Zag Cisne;100 grs.;598;98;103;127;143.078;202;202;38.28487558;80.1;143.095;-0.0001;0.2676;Ago25
349;Cuidado personal;Cinta adhesiva;Ready Plast;1 unidad;219;64;64;64;66.289;74;90;4.097737778;2.93;66.289;0;0.0618;Ago25
350;Cuidado personal;Curitas;Ready Plast;8 unidades;435;30;32;57;55.583;73;79;15.48771611;40;51.301;0.0835;0.2786;Ago25
351;Cuidado personal;Gasa estéril;Sin Marca;40 unidades;175;83;83;90;89.28;90;90;2.183235448;0;89.28;0;0.0245;Ago25
352;Cuidado personal;Protector solar SPF 20;Dermaglós;250 ml.;217;1059.232;1059.232;1311;1314.66;1415;1415;65.60766015;0;1314.66;0;0.0499;Ago25
353;Cuidado personal;Protector solar SPF 40;Dermaglós;250 ml.;226;1648;1648;1655;1669.314;1749;1749;35.78967114;0;1669.314;0;0.0214;Ago25
354;Cuidado personal;Protector solar SPF 30;Hawaiian Tropic;180 ml.;168;889;951.3;1055;1049.107;1055;1109;25.79687274;0;1049.064;0;0.0246;Ago25
356;Cuidado personal;Protector solar SPF 60;Soundown;120 ml.;364;659;659;873;858.073;1112.6;1112.6;66.06914338;64;857.943;0.0002;0.077;Ago25
357;Cuidado personal;Protector solar SPF 80;Hawaiian Tropic;240 ml.;302;879;1030;1055;1063.661;1302;1362;41.88474228;3;1063.207;0.0004;0.0394;Ago25
358;Alimentos y bebidas;Harina trigo común 0000;Tata;Paquete 1 kg.;86;42;47;63;61.092;66;68;2.897221704;4;60.571;0.0086;0.0474;Ago25
359;Alimentos y bebidas;Aceite de girasol;Tata;Envase 900 cc;86;81;82;99;98.19;99;99;2.992487729;0;98.195;-0.0001;0.0305;Ago25
360;Alimentos y bebidas;Harina trigo común 0000;Precio Líder;Paquete 1 kg.;90;40;40;59;51.384;59;61;9.325862559;19;56.548;-0.0913;0.1815;Ago25
361;Alimentos y bebidas;Aceite de girasol;Precio Líder;Envase 900 cc;90;79;79;79;85.473;99;99;9.35908652;20;87.322;-0.0212;0.1095;Ago25
363;Alimentos y bebidas;Harina trigo común 0000;Granja La Sonrisa;Paquete 1 kg.;67;45.9;45.9;49.9;51.093;54.9;54.9;1.854063927;3.1;51.093;0;0.0363;Ago25
364;Alimentos y bebidas;Harina trigo común 0000;Tienda Inglesa;Paquete 1 kg.;19;49;49;49;51.581;59;59;4.379416013;10;51.597;-0.0003;0.0849;Ago25
365;Alimentos y bebidas;Aceite de girasol;Tienda Inglesa;Envase 900 cc;19;85;85;89;90.29;99;99;5.41780807;14;90.871;-0.0064;0.06;Ago25
366;Alimentos y bebidas;Agua de mesa sin gas;Salus;Envase 2,25lt.;564;63;68;78;79.339;84;88;3.927116031;6;77.571;0.0228;0.0495;Ago25
367;Alimentos y bebidas;Agua de mesa sin gas;Matutina;Envase 2,5lt.;405;49.5;57;63;62.847;78;79;3.34567229;2;61.472;0.0224;0.0532;Ago25
368;Alimentos y bebidas;Agua de mesa sin gas;Vitale;Envase 2,5lt.;379;54;54;64;64.304;70;96;5.319090415;6;65.266;-0.0147;0.0827;Ago25
369;Alimentos y bebidas;Agua mineral sin gas;Salus;Envase 6,25lt.;555;109;122;144;142.84;154;167;10.27756898;10;142.156;0.0048;0.072;Ago25
370;Alimentos y bebidas;Agua mineral sin gas;Nativa;Envase 6lt.;377;109;115;135;132.054;145;147;5.203889134;5;130.521;0.0117;0.0394;Ago25
380;Alimentos y bebidas;Margarina;Adorita;Envase 250 grs.;368;41;43;55;53.91;64;65;4.498521847;8;52.845;0.0202;0.0834;Ago25
381;Alimentos y bebidas;Margarina;Qualy;Envase 250 grs.;292;45;49;62;62.567;76.9;84;5.055345918;3;59.988;0.043;0.0808;Ago25
1;Alimentos y bebidas;Aceite de girasol;Óptimo;Envase 900 cc;466;87.9;89;99;100.949;122;137;6.801265412;3;101.293;-0.0034;0.0674;Sep25
2;Alimentos y bebidas;Aceite de girasol;Río de la Plata;Envase 900 cc;363;89;99;119;120.567;140;149.1;9.326059346;8.9;121.764;-0.0098;0.0774;Sep25
3;Alimentos y bebidas;Aceite de girasol;Uruguay;Envase 900 cc;325;74;78;88;89.132;119;123;7.567759978;9;88.111;0.0116;0.0849;Sep25
4;Alimentos y bebidas;Aceite de maíz;Delicia;Envase 900 cc;411;93.9;98;128;124.968;150;167;10.02862126;9;125.055;-0.0007;0.0802;Sep25
5;Alimentos y bebidas;Aceite de maíz;Río de la Plata;Envase 900 cc;283;95;99;140;138.919;168;171;15.5;19;139.44;-0.0037;0.1118;Sep25
7;Alimentos y bebidas;Aceite de soja;Condesa;Envase 900 cc;400;54.5;57;70;70.908;90;97;6.072326413;9;71.487;-0.0081;0.0856;Sep25
8;Alimentos y bebidas;Aceite de soja;Río de la Plata;Envase 900 cc;278;54;62;69;74.424;92;99;10.25293553;20;73.46;0.0131;0.1378;Sep25
9;Alimentos y bebidas;Aceite de soja;Salad;Envase 900 cc;8;59.9;59.9;69;72.362;99;99;10.79492413;1.5;72.362;0;0.1492;Sep25
10;Alimentos y bebidas;Agua de mesa con gas;Matutina;Envase 2,5 lt.;460;51.9;57;63;63.17;74;78;3.231989102;3;63.152;0.0003;0.0512;Sep25
11;Alimentos y bebidas;Agua de mesa con gas;Nativa;Envase 2,5 lt.;370;59;68;75;75.7;91;93;3.678649004;1.1;75.434;0.0035;0.0486;Sep25
12;Alimentos y bebidas;Agua de mesa con gas;Salus;Envase 2,25 lt.;573;67;69;78;79.612;84;88;3.297171221;6;79.311;0.0038;0.0414;Sep25
13;Alimentos y bebidas;Aguja vacuna;Con Hueso - Sin Marca;1 kg.;136;289;299;407;397.929;434;450;27.9678542;20;391.535;0.0163;0.0703;Sep25
14;Alimentos y bebidas;Aguja vacuna;Sin Hueso - Sin Marca;1 kg.;189;279;289;309;323.13;459;478;50.8;20;318.663;0.014;0.1571;Sep25
15;Alimentos y bebidas;Arroz blanco;Blue Patna;Bolsa 1 kg.;402;52.9;55;77;73.241;85;92;7.881690645;10;71.838;0.0195;0.1076;Sep25
16;Alimentos y bebidas;Arroz blanco;Green Chef;Bolsa 1 kg.;403;51.9;53.2;69;68.328;79;87;6.640056712;11;68.7;-0.0054;0.0972;Sep25
17;Alimentos y bebidas;Arroz blanco;Saman Blanco;Bolsa 1 kg.;445;55;59;83;77.721;90;98;8.785517738;12;79.001;-0.0162;0.113;Sep25
18;Alimentos y bebidas;Arroz blanco;Aruba tipo Patna;Bolsa 1 kg.;269;38;39;49;48.574;64;67;5.75584714;8;49.745;-0.0235;0.1185;Sep25
19;Alimentos y bebidas;Arroz blanco;Pony;Bolsa 1 kg.;51;31;31;39;38.49;59;59;4.890050291;3;38.49;0;0.127;Sep25
20;Alimentos y bebidas;Arroz blanco;Vidarroz;Bolsa 1 kg.;248;33;35;44.9;46.476;60;60;7.044370379;14;44.599;0.0421;0.1516;Sep25
22;Alimentos y bebidas;Arvejas en conserva;Cololó;Lata 380 grs.;374;24;34;48;46.655;58;60;4.599808831;4;47.014;-0.0076;0.0986;Sep25
23;Alimentos y bebidas;Arvejas en conserva;Nidemar;Lata 300 grs.;217;19;22.9;32;34.862;47;49;9.4;22.1;34.879;-0.0005;0.2689;Sep25
24;Alimentos y bebidas;Azúcar blanco;Azucarlito;Paquete 1 kg.;390;45;47;50;50.668;60;68;2.341983068;0.1;51.79;-0.0217;0.0462;Sep25
25;Alimentos y bebidas;Azúcar blanco;Bella Unión;Paquete 1 kg.;402;45;45;50;51.682;65;69;3.302401108;3;51.596;0.0017;0.0639;Sep25
26;Alimentos y bebidas;Café envasado (no instantáneo);Águila;Paquete 250 grs.;427;231.9;246;309;307.769;375;399;25.65395056;30;302.174;0.0185;0.0834;Sep25
27;Alimentos y bebidas;Café envasado (no instantáneo);Chaná;Paquete 250 grs.;599;260;260;392;386.538;432;475;45.16123997;62;387.774;-0.0032;0.1168;Sep25
28;Alimentos y bebidas;Café envasado (no instantáneo);Saint;Paquete 250 grs.;110;165;169;199;206.284;232;233.3;14.39364947;17;206.273;0.0001;0.0698;Sep25
29;Alimentos y bebidas;Carne picada vacuna;Con Hasta 5% de grasa;1 kg.;217;279;299;439;419.535;503;549;57.5;100;416.268;0.0078;0.1371;Sep25
30;Alimentos y bebidas;Carne picada vacuna;Con Hasta 20% de grasa;1 kg.;173;259;269;325;327.047;415;449;29.50128879;36;326.956;0.0003;0.0902;Sep25
31;Alimentos y bebidas;Cerveza;Patricia;Botella 960 ml.;430;145;148.999;180;176.087;194;206;9.266495214;3;177.404;-0.0074;0.0526;Sep25
32;Alimentos y bebidas;Cerveza;Pilsen;Botella 960 ml.;404;119;125;125;134.903;160;165;14.45120719;31;135.128;-0.0017;0.1071;Sep25
33;Alimentos y bebidas;Cerveza;Zillertal;Botella 1 lt.;428;154;174.2;185;189.958;210;215;9.2;17;190.135;-0.0009;0.0485;Sep25
34;Cuidado personal;Champú;Fructis;Envase 350 ml.;565;219;220.92;347;331.022;412;412;45.31615164;40;336.062;-0.015;0.1369;Sep25
35;Cuidado personal;Champú;Sedal;Envase 350 ml.;201;175;179;227;222.68;256;256;15.1;19;222.68;0;0.068;Sep25
36;Cuidado personal;Champú;Suave;Envase 930 ml.;358;124;145;174;177.658;278;278;23.18508711;30.9;182.204;-0.025;0.1305;Sep25
37;Alimentos y bebidas;Chorizos mezcla;sueltos - Cattivelli  - Extra;1 kg.;188;495;548;694;668.921;830;860;52.80729607;40;644.113;0.0385;0.0789;Sep25
38;Alimentos y bebidas;Chorizos mezcla;sueltos - Centenario - Extra;1 kg.;184;515;549;659;678.74;860;900;67.11626374;110;688.633;-0.0144;0.0989;Sep25
39;Alimentos y bebidas;Chorizos mezcla;sueltos - La Familia - Hilo amarillo;1 kg.;18;299;299;326.39;357.695;469;469;46.3;63.61;357.623;0.0002;0.1294;Sep25
40;Alimentos y bebidas;Cocoa;Copacabana;Envase 500 grs.;445;244;260;323;316.843;373;399;29.30464544;24;319.197;-0.0074;0.0925;Sep25
41;Alimentos y bebidas;Cocoa;Vascolet;Envase 500 grs.;407;215;219;275;286.256;373;392;33.90962238;49;281.644;0.0164;0.1185;Sep25
42;Cuidado personal;Desodorante en aerosol;Axe Musk;Envase 113 grs.;632;142.4;152.25;200;197.014;230;250;14.44296688;1;198.084;-0.0054;0.0733;Sep25
43;Cuidado personal;Desodorante en aerosol;Dove Original;Envase 100 grs.;685;174.3;191;243;237.716;271;292;23.90544411;12;236.341;0.0058;0.1006;Sep25
44;Cuidado personal;Desodorante en aerosol;Rexona Active Emotion;Envase 105 grs.;571;159.9;185;215;213.016;253;269;15.47489807;23;212.604;0.0019;0.0726;Sep25
45;Limpieza del hogar;Detergente para vajilla;Deterjane limón;Envase 1.250 lt.;323;109;109.1;148;146.238;183;184;11.5;18;146.676;-0.003;0.0788;Sep25
46;Limpieza del hogar;Detergente para vajilla;Hurra Nevex Limón;Envase 1.250 lt.;578;92;92;139.32;135.579;185.6;185.6;18.15539188;16;141.475;-0.0417;0.1339;Sep25
47;Limpieza del hogar;Detergente para vajilla;Protergente limón;Envase 1 lt.;416;56;58;69;71.514;92;93;8.962802264;13;74.438;-0.0393;0.1253;Sep25
48;Alimentos y bebidas;Dulce de leche;Conaprole;Envase 1 kg.;439;205;252;289;282.278;331.9;354;21.64409563;39.989;293.769;-0.0391;0.0767;Sep25
49;Alimentos y bebidas;Dulce de leche;Los Nietitos;Envase 1 kg.;465;149;169;224.9;218.57;259;272;18;13;219.979;-0.0064;0.0825;Sep25
50;Alimentos y bebidas;Dulce de leche;Manjar;Envase 1 kg.;467;143;165;197;197.379;235;247;13.61791829;5;191.238;0.0321;0.069;Sep25
51;Alimentos y bebidas;Dulce de membrillo;Los Nietitos;Envase 400 grs.;417;64;69;76;76.928;90;91;3.191609034;3;76.92;0.0001;0.0415;Sep25
52;Alimentos y bebidas;Fideos secos al huevo;Adria;Paquete 500 grs.;390;70;74.907;91;90.435;102;107;4.390286148;2;91.156;-0.0079;0.0485;Sep25
53;Alimentos y bebidas;Fideos secos al huevo;Cololó;Paquete 500 grs.;389;62.9;64;76;73.367;85;85;5.2;9;75.644;-0.0301;0.0712;Sep25
54;Alimentos y bebidas;Fideos secos al huevo;Las Acacias;Paquete 500 grs.;375;58;65;86;88.346;97;110;5.722485517;8;87.602;0.0085;0.0648;Sep25
55;Alimentos y bebidas;Fideos secos semolados;Adria;Paquete 500 grs.;207;44.6;44.9;64;60.014;93;93;9.805240066;14;58.875;0.0193;0.1634;Sep25
56;Alimentos y bebidas;Fideos secos semolados;Las Acacias - franja celeste;Paquete 500 grs.;195;45;45;63;59.716;72;81;6.341821693;12.9;60.108;-0.0065;0.1062;Sep25
58;Alimentos y bebidas;Frankfurters cortos;Centenario;Paquete 8 us.;145;175;179;225;218.148;310;310;27;33.5;218.148;0;0.1238;Sep25
59;Alimentos y bebidas;Frankfurters cortos;Ottonello;Paquete 8 us.;385;154;160;209;207.768;250;260;11.64404734;2;209.034;-0.0061;0.056;Sep25
60;Alimentos y bebidas;Frankfurters cortos;Schneck;Paquete 8 us.;455;209.9;232.54;272.98;269.681;310;330;17.90907054;25;273.538;-0.0141;0.0664;Sep25
61;Alimentos y bebidas;Galletitas al agua;Famosa;Paquete 140 grs.;534;55;64;80;81.371;93;98;5.948303424;7;80.087;0.016;0.0731;Sep25
62;Alimentos y bebidas;Galletitas al agua;Maestro Cubano;Paquete 120 grs.;82;36;36;40;39.927;47;47;2.1;1;39.927;0;0.0518;Sep25
63;Alimentos y bebidas;Gaseosa tipo cola (env. no ret.);Coca Cola;Botella 1,5 lt.;599;115;123.72;145;148.99;162;170;8.681734633;15;149.171;-0.0012;0.0583;Sep25
64;Alimentos y bebidas;Gaseosa tipo cola (env. no ret.);Coca Cola_;Botella 2,25.lt.;449;143;150;186;192.031;205;209;12.45427616;20;192.049;-0.0001;0.0649;Sep25
66;Alimentos y bebidas;Gaseosa tipo cola (env. no ret.);Pepsi;Botella 2 lt.;404;137;149;182;175.69;199;218;13.04799562;6;179.775;-0.0227;0.0743;Sep25
67;Alimentos y bebidas;Gaseosa tipo cola (env. no ret.);Pepsi;Botella 1,5 lt.;447;106;119.9;133;134.555;160;162;8.5;0;134.52;0.0003;0.0628;Sep25
68;Alimentos y bebidas;Hamburguesas carne vacun;Burgy;Paquete 3 unidades;389;33;33;40;40.278;49;49;4.031301213;7;40.819;-0.0133;0.1001;Sep25
69;Alimentos y bebidas;Hamburguesas carne vacun;Paty;Paquete 2 unidades;155;50;52;54;63.154;99;106;16.59698828;26;64.211;-0.0165;0.2628;Sep25
70;Alimentos y bebidas;Hamburguesas carne vacun;Schneck;Paquete 2 unidades;443;77.7;77.7;98;98.832;114;120;7.084745562;1;99.403;-0.0057;0.0717;Sep25
71;Alimentos y bebidas;Harina de maíz;Gourmet;Paquete 450 grs.;103;29;30;35;33.926;36;36;1.7;2;33.926;0;0.051;Sep25
72;Alimentos y bebidas;Harina de maíz;Presto Pronta Arcor;Paquete 500 grs.;360;44;49;59;58.246;69;70;4.372452987;4;57.96;0.0049;0.0751;Sep25
73;Alimentos y bebidas;Harina de maíz;Puritas;Paquete 450 grs.;432;32;34.9;42;42.518;59;59;3.727335638;5.1;42.625;-0.0025;0.0877;Sep25
74;Alimentos y bebidas;Harina trigo común 000;Cañuelas;Paquete 1 kg.;549;40;40;53;51.869;60.5;69;5.285460516;6;51.615;0.0049;0.1019;Sep25
75;Alimentos y bebidas;Harina trigo común 000;Cololó;Paquete 1 kg.;136;43;44;45;49.205;59.9;59.9;5.5;10.9;46.429;0.0598;0.1121;Sep25
76;Alimentos y bebidas;Harina trigo común 0000;Cañuelas;Paquete 1 kg.;575;44;48.8;64;62.307;70;75;3.708902008;1;60.184;0.0353;0.0595;Sep25
77;Alimentos y bebidas;Harina trigo común 0000;Cololó;Paquete 1 kg.;351;42;44;54;54.04;70;76;8.098072962;10;56.295;-0.0401;0.1499;Sep25
78;Alimentos y bebidas;Harina trigo común 0000;Primor;Paquete 1 kg.;192;48;49;57;56.929;65;69;3.160987784;1;56.979;-0.0009;0.0555;Sep25
79;Alimentos y bebidas;Helado familiar;Conaprole;Envase 1lt.;457;204.4;222.9;289.9;288.869;325;349;19;14;290.56;-0.0058;0.0656;Sep25
80;Alimentos y bebidas;Helado familiar;Crufi;Envase 1lt.;361;223.3;223.3;295;295.94;356;382;26.63497799;30;293.994;0.0066;0.09;Sep25
82;Limpieza del hogar;Hipoclorito de sodio;Agua Jane;Botella 1 lt.;614;56.4;68;87;88.089;103;114;7.975141537;9;87.101;0.0113;0.0905;Sep25
83;Limpieza del hogar;Hipoclorito de sodio;Sello Rojo;Botella 1 lt.;588;55.2;66;74;78.585;100;108;8.332890504;13;78.965;-0.0048;0.106;Sep25
84;Limpieza del hogar;Hipoclorito de sodio;Solución Cristal;Botella 1 lt.;445;49;50;79;74.367;86;90;10.6;4.1;74.379;-0.0002;0.1419;Sep25
85;Alimentos y bebidas;Huevos colorados;El Jefe;Envase 1/2 docena;108;98;99;113;116.81;138;138;7.391249717;3;116.81;0;0.0633;Sep25
86;Alimentos y bebidas;Huevos colorados;Prodhin;Envase 1/2 docena;313;98;99;118;114.387;129;133;9.658135914;20;112.016;0.0212;0.0844;Sep25
87;Alimentos y bebidas;Huevos colorados;Super huevo;Envase 1/2 docena;295;88;99;121.26;116.601;136;141;10.95218008;16;118.342;-0.0147;0.0939;Sep25
88;Cuidado personal;Jabón de tocador;Astral plata;Unidad 125 grs.;688;34.3;35;47;46.14;83;83;8.4;7;47.758;-0.0339;0.1826;Sep25
89;Cuidado personal;Jabón de tocador;Palmolive;Unidad 125 grs.;193;26;27;35;36.454;51;51;8.456879729;13.1;36.573;-0.0033;0.232;Sep25
90;Cuidado personal;Jabón de tocador;Rexona;Unidad 125 grs.;384;33;33;56;55.03;72;75;12.54159938;23.1;56.489;-0.0258;0.2279;Sep25
91;Limpieza del hogar;Jabón en polvo máquina;Drive;Paquete 800 grs.;123;128.9;129;159;154.607;169;170;14.92635657;29;154.607;0;0.0965;Sep25
92;Limpieza del hogar;Jabón en polvo máquina;Nevex;Paquete 800 grs.;525;142;162;189;190.209;229.57;239;12.7;20;189.586;0.0033;0.0666;Sep25
93;Limpieza del hogar;Jabón en polvo máquina;Skip - Paquete azul;Paquete 800 grs.;540;122;125;151;148.869;175.5;183;11.38458228;13;151.239;-0.0157;0.0765;Sep25
94;Limpieza del hogar;Jabón para ropa en barra;Bull Dog;Unidad 300 grs.;430;45;46;89;88.867;100;114;15.42915323;7;89.023;-0.0018;0.1736;Sep25
95;Limpieza del hogar;Jabón para ropa en barra;Nevex;Unidad 200 grs.;328;40;40;60;55.971;72.2;73;10.29028662;21;60.77;-0.079;0.1839;Sep25
